"id_pd","nombre_pd","direccion","nombre_institucional","id_provincia","id_departamento","id_localidad","id_municipio","provincia","departamento","localidad","municipio","mail_institucional","latitud","longitud","horarios","link_facebook","estado"
"193","Calilegua","Belgrano ","CIC Calilegua","AR-Y","1463","7228","JUJ008","Jujuy","Ledesma","Calilegua","Calilegua","calilegua@puntodigital.gob.ar","-23.77039","-64.769234","","https://www.facebook.com/Punto-Digital-Calilegua-316272915476284/","Activo"
"194","El Carmen","Ruta Provincial 42, esquina Chile","CIC El Carmen","AR-Y","1460","7141","JUJ016","Jujuy","El Carmen","El Carmen","El Carmen","elcarmen@puntodigital.gob.ar","-24.385746","-65.272169","Lunes 08:00 a 13:00 - 14:00 a 19:00 , Martes 08:00 a 13:00 - 14:00 a 19:00 , Miércoles 08:00 a 13:00 - 14:00 a 19:00 , Jueves 08:00 a 13:00 - 14:00 a 19:00 , Viernes 08:00 a 13:00 - 14:00 a 19:00 , Sábado 08:00 a 13:00 - 14:00 a 19:00 , Domingo 08:00 a 13:00 - 14:00 a 19:00 ","https://www.facebook.com/leandronac.carmen","Activo"
"195","Huacalera","RN9, sobre calle s/n, manzana 14","CIC Huacalera","AR-Y","1469","7409","JUJ023","Jujuy","Tilcara","Huacalera","Huacalera","huacalera@puntodigital.gob.ar","-23.438522","-65.350564","","","Activo"
"196","Loma Blanca","Escuela Nº 366","Escuela Nº 366","AR-Y","1470","7268","JUJ030","Jujuy","Rinconada","Loma Blanca","Mina Pirquitas","lomablanca@puntodigital.gob.ar","-22.5","-66.5","","https://www.facebook.com/Punto-Digital-LOMA-Blanca-JUJUY-114156915855172/","Temporalmente cerrado"
"197","Palpalá","Av. Río de la Plata 383","Edificio Municipal","AR-Y","1471","7248","JUJ033","Jujuy","Palpala","Palpala","Palpalá","palpala@puntodigital.gob.ar","-24.257859","-65.21275","Lunes 07:00 a 13:00 - 15:00 a 21:00 , Martes 07:00 a 13:00 - 15:00 a 21:00 , Miércoles 07:00 a 13:00 - 15:00 a 21:00 , Jueves 07:00 a 13:00 - 15:00 a 21:00 , Viernes 07:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"198","Palpalá San José","La Quiaca -","CIC San José","AR-Y","1471","7248","JUJ033","Jujuy","Palpala","Palpala","Palpalá","palpala2@puntodigital.gob.ar","-24.264845","-65.211797","Lunes 07:00 a 13:00 - 14:00 a 18:00 , Martes 07:00 a 13:00 - 14:00 a 18:00 , Miércoles 07:00 a 13:00 - 14:00 a 18:00 , Jueves 07:00 a 13:00 - 14:00 a 18:00 , Viernes 07:00 a 13:00 - 14:00 a 18:00 ","https://www.facebook.com/Danieldj.68/","Activo"
"199","Perico","23 de agosto","CIC Perico","AR-Y","1460","7147","JUJ036","Jujuy","El Carmen","Perico","Perico","perico@puntodigital.gob.ar","-24.381712","-65.120108","","https://www.facebook.com/municipalidaddepericojujuy/","Activo"
"200","San Salvador de Jujuy","La Esperanza 331","Fundación Orígenes","AR-Y","1474","7170","JUJ047","Jujuy","Doctor Manuel Belgrano","San Salvador de Jujuy","San Salvador de Jujuy","salvadorjujuy@puntodigital.gob.ar","-24.1757966","-65.3114975","Lunes 08:00 a 12:00 - 14:00 a 22:00 , Martes 08:00 a 12:00 - 14:00 a 22:00 , Miércoles 08:00 a 12:00 - 14:00 a 22:00 , Jueves 08:00 a 12:00 - 14:00 a 22:00 , Viernes 08:00 a 12:00 - 14:00 a 22:00 ","https://www.facebook.com/OrigenesJujuy/","Activo"
"201","Colegio de Técnicos de la Prov. De Jujuy","José de la Iglesia 1700"," Colegio de Técnicos  de la Provincia de Jujuy (ex-Instituto Fellner)","AR-Y","1474","7170","JUJ047","Jujuy","Doctor Manuel Belgrano","San Salvador de Jujuy","San Salvador de Jujuy","institutofellner@puntodigital.gob.ar","-24.190738","-65.310748","Lunes 12:00 a 21:00 , Martes 12:00 a 21:00 , Miércoles 12:00 a 21:00 , Jueves 12:00 a 21:00 , Viernes 12:00 a 21:00 ","https://www.facebook.com/pdtecticos","Activo"
"202","Yuto","Bartolomé Mitre","Anexo municipal 8ex biblioteca)","AR-Y","1463","7237","JUJ060","Jujuy","Ledesma","Yuto","Yuto","yuto@puntodigital.gob.ar","-23.642991","-64.472365","Lunes 08:00 a 12:00 - 14:00 a 20:00 , Martes 08:00 a 12:00 - 14:00 a 20:00 , Miércoles 08:00 a 12:00 - 14:00 a 20:00 , Jueves 08:00 a 12:00 - 14:00 a 20:00 , Viernes 08:00 a 12:00 - 14:00 a 20:00 ","https://www.facebook.com/puntodigitalyuto/","Activo"
"203","Mina Pirquitas","Avenida 23 de agosto ","Edificio Municipal","AR-Y","1470","7255","JUJ030","Jujuy","Rinconada","Mina Pirquitas","Mina Pirquitas","minaspirquitas@puntodigital.gob.ar","-22.695941","-66.496596","","","Temporalmente cerrado"
"204","Rodeito","Ruta Provincial 1","CIC Rodeito","AR-Y","1461","7305","JUJ042","Jujuy","San Pedro","Rodeito","Rodeíto","rodeito@puntodigital.gob.ar","-24.245986","-64.863067","","","Activo"
"205","Caimancito","Catamarca ","Salón Municipal","AR-Y","1463","7227","JUJ007","Jujuy","Ledesma","Caimancito","Caimancito","caimancito@puntodigital.gob.ar","-23.740127","-64.591177","Lunes 08:00 a 13:00 - 18:00 a 21:30 , Martes 08:00 a 13:00 - 18:00 a 21:30 , Miércoles 08:00 a 13:00 - 18:00 a 21:30 , Jueves 08:00 a 13:00 - 18:00 a 21:30 , Viernes 08:00 a 13:00 - 18:00 a 21:30 ","","Activo"
"206","Aminga","Lalo Caceres ","CIC","AR-F","1498","7693","LRJ002","La Rioja","Castro Barros","Aminga","Castro Barros","aminga@puntodigital.gob.ar","-28.847326","-66.929863","","","Activo"
"207","Chamical","Santiago del Estero","CIC","AR-F","1499","7754","LRJ003","La Rioja","Chamical","Chamical","Chamical","chamical@puntodigital.gob.ar","-30.360841","-66.314034","","","Activo"
"209","Olta","Ruta Nacional 79 - km 208","CIC","AR-F","1504","7835","LRJ008","La Rioja","General Belgrano","Olta","General Belgrano","olta@puntodigital.gob.ar","-30.62857","-66.270089","","","Activo"
"210","Tama","Calle 7 de Octubre S/N","Dirección de la Juventud Municipal","AR-F","1503","7808","LRJ007","La Rioja","General Angel Vicente Peñaloza","Tama","General Ángel Vicente Peñaloza","tama@puntodigital.gob.ar","-30.507388","-66.530671","Lunes 09:00 a 13:00 - 16:00 a 20:00 , Martes 09:00 a 13:00 - 18:00 a 22:00 , Miércoles 09:00 a 13:00 - 16:00 a 20:00 , Jueves 09:00 a 13:00 - 18:00 a 22:00 , Viernes 09:00 a 13:00 - 16:00 a 20:00 ","https://www.facebook.com/PuntoDigital.Tama?hc_ref=ART2jqna3lIA_lcNCIOFNwpNhnuwyulLGxZeemWEA9G5JL48Be_2YzSSXsFAZSmWUEY","Activo"
"211","Ulapes","Av. San Martin  ","Dirección de Juventud Municipal ","AR-F","1508","7946","LRJ012","La Rioja","General San Martin","Ulapes","General San Martín","ulapes@puntodigital.gob.ar","-31.573828","-66.237044","Lunes 08:30 a 12:00 - 16:30 a 22:00 , Martes 08:30 a 12:00 - 16:30 a 22:00 , Miércoles 08:30 a 12:00 - 16:30 a 22:00 , Jueves 08:30 a 12:00 - 16:30 a 22:00 , Viernes 08:30 a 12:00 - 16:30 a 22:00 ","","Activo"
"212","Universidad de la 3º edad","Hipólito Irigoyen 138","Universidad de la Tercera Edad","AR-F","1510","7689","LRJ014","La Rioja","Capital","La Rioja","La Rioja","utelarioja@puntodigital.gob.ar","-29.41543","-66.859017","Lunes 09:00 a 12:00 - 18:00 a 20:00 , Martes 09:00 a 12:00 , Miércoles 09:00 a 12:00 - 18:00 a 20:00 , Jueves 09:00 a 12:00 , Viernes 09:00 a 12:00 - 18:00 a 20:00 ","https://www.facebook.com/naclarioja1?hc_ref=NEWSFEED&fref=nf","Activo"
"213","Vinchina","Calle Las Carreras ","SUM Municipal","AR-F","1514","7957","LRJ018","La Rioja","Vinchina","Villa San Jose de Vinchina","Vinchina","vinchina@puntodigital.gob.ar","-28.752949","-68.205217","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Activo"
"214","Ex Combatientes de Malvinas","Pasaje Cabo  de Hornos 56","Centro de ex combatientes de malvinas","AR-F","1510","7689","LRJ014","La Rioja","Capital","La Rioja","La Rioja","lariojaec@puntodigital.gob.ar","-29.413454","-66.856458","","","Activo"
"215","San Luis","Av. Lafinur S/N","Centro Cultural Municipal","AR-D","1598","10816","SLU052","San Luis","La Capital","San Luis","San Luis","sanluis@puntodigital.gob.ar","-33.294126","-66.348313","","","Activo"
"216","Santa Rosa","Calle Mallea s/n","CIC","AR-M","1530","8389","MZA016","Mendoza","Santa Rosa","Santa Rosa","Santa Rosa","santarosamza@puntodigital.gob.ar","-33.254417","-68.143762","","","Activo"
"217","Malargüe","Cacique  Anca-Amun","-","AR-M","1524","8245","MZA010","Mendoza","Malargüe","Malargue","Malargüe","malargue@puntodigital.gob.ar","-35.48457","-69.594386","Miércoles 08:00 a 17:00 , Martes 10:00 a 17:00 , Jueves 10:00 a 17:00 ","https://www.facebook.com/puntodigitalmalargue","Activo"
"218","9 de Julio","Saavedra KM 25","CIC","AR-N","1542","8516","MIS053","Misiones","Eldorado","9 de Julio","Nueve de Julio","9dejulio@puntodigital.gob.ar","-26.386084","-54.465816","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Activo"
"219","Apóstoles","Avenida 9 de Julio","Centro Cultural Raúl Delavy","AR-N","1535","8432","MIS003","Misiones","Apostoles","Apostoles","Apóstoles","apostoles@puntodigital.gob.ar","-27.913098","-55.754043","Lunes 06:30 a 12:30 - 14:00 a 18:00 , Martes 06:30 a 12:30 - 14:00 a 18:00 , Miércoles 06:30 a 12:30 - 14:00 a 18:00 , Jueves 06:30 a 12:30 - 14:00 a 18:00 , Viernes 06:30 a 12:30 - 14:00 a 18:00 , Sábado 14:00 a 18:00 ","https://www.facebook.com/puntodigitalapostoles/","Activo"
"220","Azara","Padre Enrique Darrellmann","CIC","AR-N","1535","8433","MIS006","Misiones","Apostoles","Azara","Azara","azaramisiones@puntodigital.gob.ar","-28.062416","-55.676207","","","Temporalmente cerrado"
"221","Capiovi","Martín Fierro 250","CIC","AR-N","1540","8630","MIS014","Misiones","Libertador General San Martin","Capiovi","Capioví","capiovi@puntodigital.gob.ar","-26.933013","-55.066867","Lunes 07:30 a 12:00 - 14:00 a 18:00 , Martes 07:30 a 12:00 - 14:00 a 18:00 , Miércoles 07:30 a 12:00 - 14:00 a 18:00 , Jueves 07:30 a 12:00 - 14:00 a 18:00 , Viernes 07:30 a 12:00 - 14:00 a 18:00 ","https://www.facebook.com/ciccapiovi","Activo"
"222","Colonia Delicia","Lote 42","CIC","AR-N","1542","8515","MIS020","Misiones","Eldorado","Nueva Delicia","Colonia Delicia","coloniadelicia@puntodigital.gob.ar","-26.196505","-54.603993","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","","Activo"
"223","Colonia Victoria","Andres Guacurari","Municipalidad","AR-N","1542","8512","MIS022","Misiones","Eldorado","Colonia Victoria","Colonia Victoria","coloniavictoria@puntodigital.gob.ar","-26.33199","-54.622403","Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 , Lunes 08:00 a 18:00 ","","Activo"
"224","Eldorado","Misiones","CIC","AR-N","1542","8513","MIS031","Misiones","Eldorado","Eldorado","Eldorado","eldorado@puntodigital.gob.ar","-26.399318","-54.626341","Martes 16:00 a 20:00 - 07:00 a 13:00 - 13:30 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 , Lunes 07:00 a 13:00 - 13:30 a 20:00 ","https://www.facebook.com/profile.php?id=100005809068070","Activo"
"225","Montecarlo","Avenida Libertador 1700","Dirección Nacional de Vialidad","AR-N","1541","8656","MIS052","Misiones","Montecarlo","Montecarlo","Montecarlo","montecarlo@puntodigital.gob.ar","-26.566057","-54.769698","Lunes 08:00 a 12:00 , Martes 14:00 a 18:00 , Miércoles 07:00 a 12:00 , Jueves 14:00 a 18:00 , Viernes 07:00 a 12:00 ","","Activo"
"226","Posadas","Bartolomé Mitre","Paseo de la Estación","AR-N","1547","8493","MIS057","Misiones","Capital","Posadas","Posadas","posadaspaseo@puntodigital.gob.ar","-27.374324","-55.898572","Lunes 07:00 a 20:00 ","https://www.facebook.com/Punto-Digital-Posadas-1452352591450982/","Activo"
"227","Puerto Piray","San Francisco de Asís","Centro Cultural Piray","AR-N","1541","8658","MIS061","Misiones","Montecarlo","Puerto Piray","Puerto Piray","puertopiray@puntodigital.gob.ar","-26.467288","-54.718668","Lunes 07:00 a 18:00 , Martes 07:00 a 18:00 , Miércoles 07:00 a 18:00 , Jueves 07:00 a 07:00 , Viernes 18:00 a 18:00 ","https://www.facebook.com/Punto-Digital-Puerto-Piray-292767317836426/","Activo"
"228","Puerto Rico","San Martín 2161","Paseo Mi Solar","AR-N","1540","8636","MIS062","Misiones","Libertador General San Martin","Puerto Rico","Puerto Rico","puertorico@puntodigital.gob.ar","-26.81261","-55.025287","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","https://www.facebook.com/nac.paseomisolar/","Activo"
"229","San Vicente","Juan XXIII","Centro Cultural","AR-N","1546","8583","MIS069","Misiones","Guarani","San Vicente","San Vicente","sanvicente@puntodigital.gob.ar","-26.99363","-54.486448","Lunes 07:00 a 19:00 , Martes 07:00 a 19:00 , Miércoles 07:00 a 19:00 , Jueves 07:00 a 19:00 , Viernes 07:00 a 19:00 , Sábado 07:00 a 15:00 ","https://www.facebook.com/PuntoDigital-San-Vicente-1050794708383859/","Activo"
"230","Santa María Misiones","Manzana 000","Predio deportivo Municipal","AR-N","1545","8506","MIS071","Misiones","Concepcion","Santa Maria","Santa María","santamariamisiones@puntodigital.gob.ar","-27.892864","-55.354013","Lunes 07:00 a 12:00 - 14:00 a 18:00 , Martes 07:00 a 12:00 - 14:00 a 18:00 , Miércoles 07:00 a 12:00 - 14:00 a 18:00 , Jueves 07:00 a 12:00 - 14:00 a 18:00 , Viernes 07:00 a 12:00 - 14:00 a 18:00 ","","Activo"
"232","Chos Malal","San Martín 90","Centro Cultural Norte Neuquino","AR-Q","1557","8875","NEU010","Neuquén","Chos Malal","Chos Malal","Chos Malal","chosmalal@puntodigital.gob.ar","-37.374192","-70.276668","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","https://www.facebook.com/NacChosMalal/?hc_ref=SEARCH&fref=nf","Activo"
"233","Manzano Amargo","Ruta Provincia Nº 54 S/N","Comisión de Fomento Manzano Amargo","AR-Q","1552","8946","NEU023","Neuquén","Minas","Manzano Amargo","Manzano Amargo","manzanoamargo@puntodigital.gob.ar","-36.754032","-70.763068","Lunes 14:00 a 19:00 , Martes 14:00 a 19:00 , Miércoles 14:00 a 19:00 , Jueves 14:00 a 19:00 , Viernes 14:00 a 19:00 ","","Activo"
"234","Villa Nahueve","Paraje Los Carrizos S/N","Comisión de Fomento Villa Nahueve","AR-Q","1552","8948","NEU043","Neuquén","Minas","Villa del Nahueve","Villa del Nahueve","villadelnahueve@puntodigital.gob.ar","-37.065848","-70.772486","","","Próximamente"
"236","Loncopué","Esteban Salvador s/n S/N","Municipalidad de Loncopué","AR-Q","1562","8917","NEU021","Neuquén","Loncopue","Loncopue","Loncopué","loncopue@puntodigital.gob.ar","-38.068889","-70.611588","Lunes 08:00 a 22:00 , Martes 08:00 a 22:00 , Miércoles 08:00 a 22:00 , Jueves 08:00 a 22:00 , Viernes 08:00 a 22:00 , Sábado 16:00 a 22:00 , Domingo 16:00 a 22:00 ","https://www.facebook.com/Punto-Digital-Loncopu%C3%A9-1028833960584730/","Activo"
"237","San Martín de los Andes","Cuesta Juez Quiroga S/N","-","AR-Q","1564","8904","NEU034","Neuquén","Lacar","San Martin de los Andes","San Martín de los Andes","sanmartindelosandes@puntodigital.gob.ar","-40.162067","-71.349463","Lunes 09:00 a 16:00 , Martes 09:00 a 16:00 , Miércoles 09:00 a 16:00 , Jueves 09:00 a 16:00 , Viernes 09:00 a 16:00 ","https://www.facebook.com/Punto-Digital-San-Mart%C3%ADn-de-los-Andes-395054443999723/","Activo"
"238","Telén","San Martin 674","Edificio municipal","AR-L","1485","7568","LAP069","La Pampa","Loventue","Telen","Telén","telen@puntodigital.gob.ar","-36.263463","-65.51156","Lunes 09:00 a 11:00 - 15:00 a 19:00 , Martes 09:00 a 11:00 - 15:00 a 19:00 , Miércoles 09:00 a 11:00 - 15:00 a 19:00 , Jueves 09:00 a 11:00 - 15:00 a 19:00 , Viernes 09:00 a 11:00 - 15:00 a 19:00 ","https://www.facebook.com/Punto-Digital-Telen-La-Pampa-628037990724766/","Activo"
"239","Rancul","Rivadavia 769","Edificio municipal","AR-L","1484","7603","LAP059","La Pampa","Rancul","Rancul","Rancul","rancul@puntodigital.gob.ar","-35.066333","-64.687929","Lunes 08:00 a 12:00 - 17:00 a 19:00 , Martes 08:00 a 12:00 - 17:00 a 19:00 , Miércoles 08:00 a 12:00 - 17:00 a 19:00 , Jueves 08:00 a 12:00 - 17:00 a 19:00 , Viernes 08:00 a 12:00 - 17:00 a 19:00 ","https://www.facebook.com/PUNTODIGITALRancul","Activo"
"240","Miguel Riglos","Avenida San Martin","Centro Cultural Arancedo","AR-L","1490","7498","LAP049","La Pampa","Atreuco","Miguel Riglos","Miguel Riglos","riglos@puntodigital.gob.ar","-36.852067","-63.68856","Lunes 08:00 a 12:00 - 17:00 a 19:00 , Martes 08:00 a 12:00 - 17:00 a 19:00 , Miércoles 08:00 a 12:00 - 17:00 a 19:00 , Jueves 08:00 a 12:00 - 17:00 a 19:00 , Viernes 08:00 a 12:00 - 17:00 a 19:00 ","https://www.facebook.com/Punto-Digital-Miguel-Riglos-1583515681884792","Activo"
"241","Toay","Avenida 13 de Caballería","Casa de la Historia y la Cultura del Bicentenario","AR-L","1496","7616","LAP070","La Pampa","Toay","Toay","Toay","toay@puntodigital.gob.ar","-36.66539","-64.380097","Lunes 08:30 a 12:30 - 14:00 a 20:00 , Martes 08:30 a 12:30 - 14:00 a 20:00 , Miércoles 08:30 a 12:30 - 14:00 a 20:00 , Jueves 08:30 a 12:30 - 14:00 a 20:00 , Viernes 08:30 a 12:30 - 14:00 a 20:00 ","https://www.facebook.com/PDtoaylapampa/","Activo"
"242","Gral. Roca","Avenida San Juan 3445","CIC","AR-R","1569","9174","RNO018","Río Negro","General Roca","General Roca","General Roca","generalroca@puntodigital.gob.ar","-39.006995","-67.583224","Lunes 14:00 a 19:00 , Martes 14:00 a 18:00 , Miércoles 14:00 a 19:00 , Jueves 14:00 a 18:00 , Viernes 14:00 a 19:00 ","","Activo"
"243","Campo Contreras","Ingenio Contreras y 2 de Septiembre en la Ciudad de Santiago del Estero nn","CIC","AR-G","1638","12091","SGO069","Santiago del Estero","Capital","Santiago del Estero","Santiago del Estero","campocontreras@puntodigital.gob.ar","-27.834845","-64.265192","Lunes 07:30 a 12:00 - 14:00 a 18:00 , Martes 07:30 a 12:00 - 14:00 a 18:00 , Miércoles 07:30 a 12:00 - 14:00 a 18:00 , Jueves 07:30 a 12:00 - 14:00 a 18:00 , Viernes 07:30 a 12:00 - 14:00 a 18:00 ","https://www.facebook.com/PDCampoContreras","Activo"
"244","Clodomira","Republica 409, Clodomira, Santiago del Estero 409","Centro de Usos Múltiples Municipal","AR-G","1621","12024","SGO012","Santiago del Estero","Banda","Clodomira","Clodomira","clodomira@puntodigital.gob.ar","-27.575243","-64.134257","Lunes 07:00 a 13:00 , Martes 07:00 a 13:00 , Miércoles 07:00 a 13:00 , Jueves 07:00 a 13:00 , Viernes 07:00 a 13:00 , Sábado 08:00 a 13:00 ","https://www.facebook.com/nac.clodomira/?fref=ts","Activo"
"245","Selva","1º de Mayo 1010","CIC","AR-G","1624","12854","SGO071","Santiago del Estero","Rivadavia","Selva","Selva","selva@puntodigital.gob.ar","-29.770394","-62.047842","Lunes 08:00 a 12:00 - 15:00 a 18:00 , Martes 08:00 a 12:00 - 15:00 a 18:00 , Miércoles 08:00 a 12:00 - 15:00 a 18:00 , Jueves 08:00 a 12:00 - 15:00 a 18:00 , Viernes 08:00 a 12:00 - 15:00 a 18:00 ","https://www.facebook.com/nac.selva","Activo"
"246","Campo Gallo","Calle Rivadavia S/N. El pueblo no tiene numerados los sd","Municipalidad de Campo Gallo","AR-G","1620","11868","SGO008","Santiago del Estero","Alberdi","Campo Gallo","Campo Gallo","campogallo@puntodigital.gob.ar","-26.584169","-62.85004","Lunes 09:00 a 13:00 - 15:00 a 21:00 , Martes 09:00 a 13:00 - 15:00 a 21:00 , Miércoles 09:00 a 13:00 - 15:00 a 21:00 , Jueves 09:00 a 13:00 - 15:00 a 21:00 , Viernes 09:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"247","Campo Gallo CAJ","Calle Lasalle S/N e Independencia. El pueblo no tiene numerados los domicilios. Templo Parroquial fr sd","CAJ","AR-G","1620","11868","SGO008","Santiago del Estero","Alberdi","Campo Gallo","Campo Gallo","campogallocaj@puntodigital.gob.ar","-26.58231","-62.845573","","","Activo"
"248","Cañada de Gómez","Quintana 46","Casa bicentenario","AR-S","1696","11284","SFE044","Santa Fe","Iriondo","Cañada de Gomez","Cañada de Gómez","canada@puntodigital.gob.ar","-32.820003","-61.401061","Lunes 08:00 a 13:00 , Martes 08:00 a 13:00 , Miércoles 08:00 a 13:00 , Jueves 08:00 a 13:00 , Viernes 08:00 a 13:00 ","https://www.facebook.com/puntodigitalCDG/","Activo"
"249","Ceres","Av. Vicente Casares 200","Predio del ferrocarril","AR-S","1685","11511","SFE066","Santa Fe","San Cristobal","Ceres","Ceres","ceres@puntodigital.gob.ar","-29.883419","-61.944309","Lunes 07:00 a 13:00 - 18:00 a 21:00 , Martes 07:00 a 13:00 - 18:00 a 21:00 , Miércoles 07:00 a 13:00 - 18:00 a 21:00 , Jueves 07:00 a 13:00 - 18:00 a 21:00 , Viernes 07:00 a 13:00 - 18:00 a 21:00 ","https://www.facebook.com/Punto-DigitalCeres-103588036924703/","Activo"
"250","Comuna Emilia","Bdier. Estanislao López","Centro Cultural Dr. Mario Fiorano","AR-S","1694","11318","SFE305","Santa Fe","La Capital","Emilia","Santa Fe","comunaemilia@puntodigital.gob.ar","-31.058452","-60.745463","","","Activo"
"251","El Trebol","Bv. América 1181","Municipalidad","AR-S","1698","11693","SFE105","Santa Fe","San Martin","El Trebol","El Trébol","eltrebol@puntodigital.gob.ar","-32.199466","-61.700429","Martes 08:00 a 20:00 , Miércoles 08:00 a 19:30 , Jueves 08:00 a 19:00 , Viernes 08:00 a 20:00 , Lunes 08:00 a 19:30 ","NAC -Punto Digital- El Trébol","Activo"
"252","Esperanza","Rivadavia","Liceo Municipal  José Pedroni  ","AR-S","1700","11367","SFE112","Santa Fe","Las Colonias","Esperanza","Esperanza","esperanza@puntodigital.gob.ar","-31.448986","-60.930366","Lunes 08:30 a 12:30 - 14:00 a 21:00 , Martes 08:30 a 12:30 - 14:00 a 21:00 , Miércoles 08:30 a 12:30 - 14:00 a 21:00 , Jueves 08:30 a 12:30 - 14:00 a 21:00 , Viernes 08:30 a 12:30 - 14:00 a 21:00 ","https://www.facebook.com/profile.php?id=100008178489492","Activo"
"253","Gálvez","Bv. Pasteur 444","Liceo municipal","AR-S","1693","11580","SFE132","Santa Fe","San Jeronimo","Galvez","Gálvez","galvezsantafe@puntodigital.gob.ar","-32.0314432","-61.2245739","Lunes 08:30 a 11:00 , Martes 08:30 a 11:00 , Miércoles 08:30 a 11:00 , Jueves 15:00 a 21:00 , Viernes 08:30 a 11:00 ","https://www.facebook.com/puntodigitalgalvez/","Activo"
"254","Granadero Baigorria 1","Calle 2 180","Edificio municipal","AR-S","1684","11477","SFE143","Santa Fe","Rosario","Granadero Baigorria","Granadero Baigorria","baigorria1@puntodigital.gob.ar","-32.847333","-60.709736","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","https://www.facebook.com/puntodigital.granaderobaigorria/","Activo"
"255","Granadero Baigorria 2","Rivadavia 276","-","AR-S","1684","11477","SFE143","Santa Fe","Rosario","Granadero Baigorria","Granadero Baigorria","baigorria2@puntodigital.gob.ar","-32.847333","-60.709736","Lunes 07:00 a 19:00 , Martes 07:00 a 19:00 , Miércoles 07:00 a 19:00 , Jueves 07:00 a 19:00 , Viernes 07:00 a 19:00 ","https://www.facebook.com/puntodigital.granaderobaigorria/","Activo"
"256","Las Parejas","Avenida 17 615","Edificio municipal","AR-S","1692","10946","SFE186","Santa Fe","Belgrano","Las Parejas","Las Parejas","lasparejas@puntodigital.gob.ar","-32.682681","-61.523158","Lunes 07:00 a 13:00 - 13:30 a 19:30 , Martes 07:00 a 13:00 - 13:30 a 19:30 , Miércoles 07:00 a 13:00 - 13:30 a 19:30 , Jueves 07:00 a 13:00 - 13:30 a 19:30 , Viernes 07:00 a 13:00 - 13:30 a 19:30 ","https://www.facebook.com/PdLASPAREJAS","Activo"
"257","Llambi Campbell","General Urquiza 338","Casa del Pueblo Centro Cultural ","AR-S","1694","11320","SFE305","Santa Fe","La Capital","Llambi Campbell","Santa Fe","llambicampbell@puntodigital.gob.ar","-31.185515","-60.745529","Lunes 08:00 a 12:00 - 14:00 a 20:00 , Martes 08:00 a 12:00 - 14:00 a 20:00 , Miércoles 08:00 a 12:00 - 14:00 a 20:00 , Jueves 08:00 a 12:00 - 14:00 a 20:00 , Viernes 08:00 a 12:00 - 14:00 a 20:00 ","https://www.facebook.com/Punto-Digital-Llambi-Campbell-677632435676145/","Activo"
"258","Malabrigo","Belgrano 1565","Casa Municipal de Cultura","AR-S","1695","11251","SFE206","Santa Fe","General Obligado","Malabrigo","Malabrigo","malabrigo@puntodigital.gob.ar","-29.347444","-59.9703702","Lunes 07:00 a 13:00 - 14:00 a 20:00 , Martes 07:00 a 13:00 - 14:00 a 20:00 , Miércoles 07:00 a 13:00 - 14:00 a 20:00 , Jueves 07:00 a 13:00 - 14:00 a 20:00 , Viernes 07:00 a 13:00 - 14:00 a 20:00 ","https://www.facebook.com/NacMalabrigo","Activo"
"259","Puerto Gral. San Martín","Avenida Córdoba 1152","Centro Cultural Municipal","AR-S","1687","11651","SFE252","Santa Fe","San Lorenzo","Puerto General San Martin","Puerto General San Martín","puertosanmartin@puntodigital.gob.ar","-32.71623","-60.738471","Lunes 07:00 a 19:00 , Martes 07:00 a 19:00 , Miércoles 07:00 a 19:00 , Jueves 07:00 a 19:00 , Viernes 07:00 a 19:00 ","https://www.facebook.com/Punto.Digital.MPGSM","Activo"
